,Course,College,Graduated,SCHOOL,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr
1320,BS INFORMATION TECHNOLOGY,CCS,0,SOUTHERN CITY COLLEGES,76.83,71.99,76.79,53.82,83.75,78.81
1321,BS INFORMATION TECHNOLOGY,CCS,0,SOUTHERN CITY COLLEGES,52.9,66.85,51.68,53.82,72.9,61.37
1322,BS INFORMATION TECHNOLOGY,CCS,0,SYSTEM TECHNOLOGY INSTITUTE,76.83,35.7,51.68,93.38,53.29,73.34
1323,BS INFORMATION TECHNOLOGY,CCS,0,WESTERN MINDANAO STATE UNIVERSITY,84.91,61.11,85.06,89.31,43.49,83.5
1324,BS INFORMATION TECHNOLOGY,CCS,0,BALIWASAN SENIOR HIGH SCHOOL WEST,70.75,66.85,80.93,53.82,53.29,72.43
1325,BS INFORMATION TECHNOLOGY,CCS,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,74.8,82.26,72.66,14.31,72.9,72.43
1326,BS INFORMATION TECHNOLOGY,CCS,0,CLARET HIGH SCHOOL,68.5,61.11,91.97,63.45,26.06,71.42
1327,BS INFORMATION TECHNOLOGY,CCS,0,BASILAN NATIONAL HIGH SCHOOL,70.75,87.4,89.19,44.18,53.29,76.98
1328,BS INFORMATION TECHNOLOGY,CCS,0,SIOCON NATIONAL HIGH SCHOOL,93.41,77.12,59.25,84.63,91.68,90.6
1329,BS INFORMATION TECHNOLOGY,CCS,0,ZAMBOANGA CHONG HUA HIGH SCHOOL,94.81,90.94,94.84,92.22,98.34,96.72
1330,BS INFORMATION TECHNOLOGY,CCS,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,78.85,77.12,80.93,84.63,43.49,81.43
1331,BS INFORMATION TECHNOLOGY,CCS,0,ATENEO DE ZAMBOANGA UNIVERSITY,72.78,42.05,76.79,63.45,72.9,71.42
1332,BS INFORMATION TECHNOLOGY,CCS,0,CABALUAY NATIONAL HIGH SCHOOL,82.02,94.82,91.97,94.54,95.65,93.53
1333,BS INFORMATION TECHNOLOGY,CCS,0,PILAR COLLEGE,70.75,61.11,72.66,53.82,72.9,71.42
1334,BS INFORMATION TECHNOLOGY,CCS,0,PILAR COLLEGE,70.75,61.11,72.66,53.82,72.9,71.42
1335,BS INFORMATION TECHNOLOGY,CCS,0,AMA COMPUTER COLLEGE,74.8,77.12,80.93,63.45,72.9,78.81
1336,BS INFORMATION TECHNOLOGY,CCS,0,COMPUTER TECHNOLOGY INSTITUTE,76.83,66.85,76.79,79.96,53.29,77.9
1337,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,COMPUTER TECHNOLOGY INSTITUTE,58.56,54.75,76.79,53.82,26.06,60.09
1338,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,83.47,96.76,76.79,14.31,72.9,82.12
1339,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,CLARET HIGH SCHOOL,74.8,92.88,72.66,34.54,43.49,75.16
1340,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,PILAR COLLEGE,87.6,92.88,89.19,75.28,87.72,91.08
1341,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,MALAYAL NATIONAL HIGH SCHOOL,76.83,61.11,85.06,63.45,83.75,79.72
1342,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,CLARET COLLEGE OF ISABELA,70.75,87.4,66.81,44.18,20.6,68.07
1343,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,WESTERN MINDANAO STATE UNIVERSITY,86.35,92.88,91.97,75.28,63.1,89.17
1344,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,WESTERN MINDANAO STATE UNIVERSITY,61.05,48.4,51.68,79.96,79.78,66.95
1345,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,WESTERN MINDANAO STATE UNIVERSITY,78.85,77.12,89.19,63.45,72.9,82.12
1346,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,MALAYAL NATIONAL HIGH SCHOOL,82.02,66.85,59.25,24.91,72.9,73.34
1347,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,WESTERN MINDANAO STATE UNIVERSITY,78.85,82.26,44.12,92.22,43.49,78.81
1348,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,SYSTEM TECHNOLOGY INSTITUTE,74.8,61.11,72.66,79.96,83.75,78.81
1349,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,WESTERN MINDANAO STATE UNIVERSITY,86.35,87.4,72.66,63.45,79.78,84.88
1350,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,83.47,82.26,72.66,63.45,87.72,84.19
1351,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,58.56,66.85,66.81,63.45,33.69,62.48
1352,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,BALIWASAN SENIOR HIGH SCHOOL WEST,80.58,87.4,76.79,70.61,63.1,82.12
1353,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,PILAR COLLEGE,74.8,92.88,91.97,84.63,79.78,87.64
1354,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,CABALUAY NATIONAL HIGH SCHOOL,63.53,77.12,93.41,75.28,53.29,77.9
1355,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,63.53,87.4,80.93,24.91,26.06,66.95
1356,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,JOSE RIZAL MEMORIAL STATE UNIVERSITY,87.6,82.26,72.66,44.18,33.69,79.72
1357,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,90.77,92.88,80.93,53.82,20.6,84.88
1358,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,SYSTEM TECHNOLOGY INSTITUTE,74.8,66.85,76.79,34.54,87.72,76.07
1359,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,MABUHAY-ESU,89.71,82.26,59.25,63.45,72.9,84.19
1360,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,WESTERN MINDANAO STATE UNIVERSITY,68.5,82.26,85.06,70.61,87.72,81.43
1361,BACHELOR OF ELEMENTARY EDUCATION,CTE,0,BALUNO NATIONAL HIGH SCHOOL,66.01,77.12,80.93,84.63,43.49,76.07
1362,BS COMMUNITY DEVELOPMENT,CSWCD,0,FILIPINO-TURKISH TOLERANCE HIGH SCHOOL,74.8,42.05,66.81,70.61,53.29,69.19
1363,BS COMMUNITY DEVELOPMENT,CSWCD,0,MANICAHAN NATIONAL HIGH SCHOOL,63.53,71.99,66.81,63.45,53.29,68.07
1364,BS COMMUNITY DEVELOPMENT,CSWCD,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,47.0,66.85,66.81,75.28,43.49,61.37
1365,BS COMMUNITY DEVELOPMENT,CSWCD,0,CLARET SCHOOL OF MALUSO,80.58,87.4,51.68,44.18,53.29,75.16
1366,BS COMMUNITY DEVELOPMENT,CSWCD,0,"BRENT HOSPITAL AND COLLEGES, INC.",87.6,96.76,66.81,84.63,43.49,87.64
1367,BS COMMUNITY DEVELOPMENT,CSWCD,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,47.0,61.11,76.79,63.45,53.29,61.37
1368,BS COMMUNITY DEVELOPMENT,CSWCD,0,CABALUAY NATIONAL HIGH SCHOOL,63.53,42.05,91.97,44.18,63.1,68.07
1369,BS COMMUNITY DEVELOPMENT,CSWCD,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,68.5,66.85,29.96,84.63,15.15,62.48
1370,BS COMMUNITY DEVELOPMENT,CSWCD,0,SOUTHERN CITY COLLEGES,74.8,71.99,36.55,70.61,26.06,66.95
1371,BS COMMUNITY DEVELOPMENT,CSWCD,0,WESTERN MINDANAO STATE UNIVERSITY,61.05,77.12,59.25,75.28,53.29,69.19
1372,BS COMMUNITY DEVELOPMENT,CSWCD,0,VITALI NATIONAL HIGH SCHOOL,58.56,71.99,13.15,63.45,79.78,60.09
1373,BS COMMUNITY DEVELOPMENT,CSWCD,0,SOUTHERN CITY COLLEGES,66.01,71.99,72.66,70.61,72.9,73.34
1374,BS COMMUNITY DEVELOPMENT,CSWCD,0,ZAMBOANGA CITY HIGH SCHOOL,66.01,35.7,72.66,75.28,33.69,63.6
1375,BS COMMUNITY DEVELOPMENT,CSWCD,0,CULIANAN NATIONAL HIGH SCHOOL,88.66,77.12,66.81,79.96,26.06,82.12
1376,BS COMMUNITY DEVELOPMENT,CSWCD,0,BASILAN NATIONAL HIGH SCHOOL,49.95,54.75,89.19,53.82,72.9,65.83
1377,BS COMMUNITY DEVELOPMENT,CSWCD,0,WESTERN MINDANAO STATE UNIVERSITY,83.47,35.7,24.36,63.45,43.49,64.72
1378,BS COMMUNITY DEVELOPMENT,CSWCD,0,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,47.0,82.26,66.81,70.61,43.49,63.6
1379,BS COMMUNITY DEVELOPMENT,CSWCD,0,SOUTHERN CITY COLLEGES,74.8,48.4,80.93,44.18,83.75,74.25
1380,BS COMMUNITY DEVELOPMENT,CSWCD,0,ZAMBOANGA CITY HIGH SCHOOL,80.58,82.26,76.79,94.54,95.65,89.65
1381,BS COMMUNITY DEVELOPMENT,CSWCD,0,CULIANAN NATIONAL HIGH SCHOOL,68.5,66.85,89.19,14.31,63.1,69.19
1382,BS COMMUNITY DEVELOPMENT,CSWCD,0,BALIWASAN SENIOR HIGH SCHOOL - WEST,61.05,66.85,44.12,75.28,72.9,66.95
1383,BS COMMUNITY DEVELOPMENT,CSWCD,0,REGIONAL SCIENCE HIGH SCHOOL,82.02,82.26,59.25,84.63,63.1,82.12
1384,BS COMMUNITY DEVELOPMENT,CSWCD,0,MALAYAL NATIONAL HIGH SCHOOL,74.8,61.11,72.66,63.45,53.29,72.43
1385,BS COMMUNITY DEVELOPMENT,CSWCD,0,MABUHAY NATIONAL HIGH SCHOOL,61.05,87.4,66.81,24.91,43.49,64.72
1386,BS COMMUNITY DEVELOPMENT,CSWCD,0,RECODO NATIONAL HIGH SCHOOL,68.5,87.4,44.12,63.45,83.75,74.25
1387,BA ELS,CLA,0,WESTERN MINDANAO STATE UNIVERSITY,41.05,82.26,66.81,79.96,63.1,65.83
1388,BA ELS,CLA,0,COMPUTER TECHNOLOGY INSTITUTE,83.47,82.26,59.25,63.45,79.78,81.43
1389,BA ELS,CLA,0,BALIWASAN SENIOR HIGH SCHOOL WEST,68.5,87.4,51.68,34.54,79.78,71.42
1390,BA ELS,CLA,0,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,82.02,30.03,72.66,14.31,72.9,66.95
1391,BA ELS,CLA,0,MANICAHAN NATIONAL HIGH SCHOOL,82.02,90.94,51.68,10.45,72.9,74.25
1392,BA ELS,CLA,0,MSU - TAWI-TAWI COLLEGE OF TECHNOLOGY & OCEANOGRAPHY,90.77,87.4,85.06,53.82,87.72,89.65
1393,BA ELS,CLA,0,CULIANAN NATIONAL HIGH SCHOOL,93.41,92.88,93.41,53.82,87.72,93.22
1394,BA ELS,CLA,0,TALON-TALON NATIONAL HIGH SCHOOL,72.78,92.88,76.79,93.38,72.9,85.57
1395,BA ELS,CLA,0,NONE,74.8,90.94,76.79,53.82,97.87,84.19
1396,BA ELS,CLA,0,SYSTEM TECHNOLOGY INSTITUTE,72.78,71.99,85.06,53.82,43.49,74.25
1397,BA ELS,CLA,0,PILAR COLLEGE,86.35,94.82,44.12,63.45,72.9,83.5
1398,BA ELS,CLA,0,NONE,61.05,48.4,93.41,63.45,83.75,74.25
1399,BA ELS,CLA,0,BUNGUIAO NATIONAL HIGH SCHOOL,70.75,77.12,29.96,84.63,91.68,76.98
1400,BA ELS,CLA,0,KABASALAN SCIENCE & TECHNOLOGY HIGH SCHOOL,61.05,77.12,51.68,84.63,83.75,74.25
1401,BA ELS,CLA,0,NOTRE DAME OF SIASI,83.47,87.4,18.75,14.31,98.81,77.9
1402,BA ELS,CLA,0,SOUTHERN CITY COLLEGES,52.9,42.05,80.93,53.82,83.75,64.72
1403,BA ELS,CLA,0,UNIVERSIDAD DE ZAMBOANGA,74.8,15.12,66.81,63.45,33.69,60.09
1404,BA ELS,CLA,0,NONE,41.05,48.4,72.66,79.96,72.9,61.37
1405,BA ELS,CLA,0,RECODO NATIONAL HIGH SCHOOL,95.51,87.4,13.15,44.18,83.75,84.88
1406,BA ELS,CLA,0,MARCELO SPINOLA SCHOOL,89.71,54.75,76.79,10.45,72.9,76.98
1407,BA ELS,CLA,0,SYSTEM TECHNOLOGY INSTITUTE,78.85,87.4,51.68,79.96,72.9,80.63
1408,BA ELS,CLA,0,SOUTHERN CITY COLLEGES,47.0,71.99,85.06,24.91,53.29,61.37
1409,BA ELS,CLA,0,ZAMBOANGA STATE COLLEGE OF MARINE SCIENCES & TECHNOLOGY,68.5,71.99,51.68,18.16,83.75,66.95
1410,BA ELS,CLA,0,WESTERN MINDANAO STATE UNIVERSITY,76.83,48.4,44.12,53.82,63.1,66.95
1411,BA ELS,CLA,0,BALIWASAN SENIOR HIGH SCHOOL WEST,80.58,77.12,36.55,2.74,79.78,66.95
1412,BS COMPUTER SCIENCE,CCS,0,PILAR COLLEGE,63.53,35.7,59.25,96.87,83.75,75.16
1413,BS COMPUTER SCIENCE,CCS,0,SOUTHERN CITY COLLEGES,70.75,87.4,72.66,63.45,63.1,76.07
1414,BS COMPUTER SCIENCE,CCS,0,CLARET HIGH SCHOOL ZAMBOANGA,80.58,35.7,80.93,44.18,33.69,69.19
1415,BS COMPUTER SCIENCE,CCS,0,WESTERN MINDANAO STATE UNIVERSITY,74.8,90.94,80.93,53.82,79.78,81.43
1416,BS COMPUTER SCIENCE,CCS,0,NONE,61.05,77.12,44.12,95.71,53.29,74.25
1417,BS COMPUTER SCIENCE,CCS,0,UNIVERSIDAD DE ZAMBOANGA,74.8,25.06,36.55,75.28,63.1,63.6
1418,BS COMPUTER SCIENCE,CCS,0,SINUNUC NATIONAL HIGH SCHOOL,74.8,92.88,91.97,75.28,72.9,85.57
1419,BS COMPUTER SCIENCE,CCS,0,AMA COMPUTER COLLEGE,34.94,82.26,44.12,75.28,87.72,63.6
1420,BS COMPUTER SCIENCE,CCS,0,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,68.5,87.4,59.25,70.61,63.1,74.25
1421,BS COMPUTER SCIENCE,CCS,0,ZAMBOANGA CITY HIGH SCHOOL,91.83,54.75,91.97,14.31,72.9,82.81
1422,BS COMPUTER SCIENCE,CCS,0,NOTRE DAME OF BONGAO,58.56,66.85,80.93,34.54,87.72,70.3
1423,BS COMPUTER SCIENCE,CCS,0,WESTERN MINDANAO STATE UNIVERSITY,83.47,61.11,44.12,84.63,53.29,76.98
1424,BS COMPUTER SCIENCE,CCS,0,WESTERN MINDANAO STATE UNIVERSITY,89.71,82.26,80.93,70.61,79.78,88.22
1425,BS COMPUTER SCIENCE,CCS,0,CULIANAN NATIONAL HIGH SCHOOL,93.41,54.75,66.81,84.63,83.75,88.22
1426,BS COMPUTER SCIENCE,CCS,0,AYALA NATIONAL HIGH SCHOOL,83.47,92.88,72.66,63.45,53.29,82.81
1427,BS COMPUTER SCIENCE,CCS,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,72.78,54.75,94.84,79.96,87.72,83.5
1428,BS COMPUTER SCIENCE,CCS,0,CLARET COLLEGE OF ISABELA,72.78,77.12,29.96,24.91,53.29,63.6
1429,BS COMPUTER SCIENCE,CCS,0,TIGBAUAN NATIONAL HIGH SCHOOL,61.05,77.12,44.12,34.54,43.49,60.09
1430,BS COMPUTER SCIENCE,CCS,0,ATENEO DE ZAMBOANGA UNIVERSITY,76.83,71.99,91.97,34.54,72.9,78.81
1431,BS COMPUTER SCIENCE,CCS,0,AMA COMPUTER COLLEGE,84.91,61.11,80.93,79.96,72.9,83.5
1432,BS COMPUTER SCIENCE,CCS,0,WESTERN MINDANAO STATE UNIVERSITY,44.05,71.99,66.81,70.61,79.78,64.72
1433,BS COMPUTER SCIENCE,CCS,0,MIDSALIP NATIONAL HIGH SCHOOL,82.02,61.11,76.79,92.22,63.1,82.81
1434,BS COMPUTER SCIENCE,CCS,0,SOUTHERN CITY COLLEGES,68.5,61.11,76.79,53.82,72.9,71.42
1435,BS COMPUTER SCIENCE,CCS,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,95.51,66.85,29.96,24.91,83.75,82.81
1436,BS COMPUTER SCIENCE,CCS,0,AMA COMPUTER COLLEGE,94.11,94.82,94.84,79.96,91.68,95.73
1437,BS CIVIL ENGINEERING,COE,0,TORIBIO MINOR MEMORIAL NATIONAL HIGH SCHOOL,82.02,90.94,44.12,79.96,83.75,83.5
1438,BS CIVIL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,98.17,54.75,93.41,95.71,87.72,96.35
1439,BS CIVIL ENGINEERING,COE,0,CLARET HIGH SCHOOL,70.75,61.11,59.25,53.82,79.78,70.3
1440,BS CIVIL ENGINEERING,COE,0,TALON-TALON NATIONAL HIGH SCHOOL,80.58,87.4,89.19,92.22,87.72,89.65
1441,BS CIVIL ENGINEERING,COE,0,CLARET COLLEGE OF ISABELA,91.83,92.88,91.97,24.91,72.9,89.17
1442,BS CIVIL ENGINEERING,COE,0,PILAR COLLEGE,88.66,71.99,96.28,70.61,79.78,89.65
1443,BS CIVIL ENGINEERING,COE,0,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,86.35,82.26,76.79,84.63,95.65,89.65
1444,BS CIVIL ENGINEERING,COE,0,BASILAN NATIONAL HIGH SCHOOL,96.08,94.82,72.66,96.87,63.1,95.1
1445,BS CIVIL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,78.85,61.11,85.06,63.45,91.68,82.12
1446,BS CIVIL ENGINEERING,COE,0,ATENEO DE ZAMBOANGA UNIVERSITY,96.08,94.82,94.84,97.62,97.87,98.05
1447,BS CIVIL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,96.52,94.82,72.66,92.22,97.87,96.17
1448,BS CIVIL ENGINEERING,COE,0,ATENEO DE ZAMBOANGA UNIVERSITY,90.77,92.88,91.97,94.54,95.65,95.42
1449,BS CIVIL ENGINEERING,COE,0,JOSE RIZAL MEMORIAL STATE UNIVERSITY,93.41,87.4,98.86,98.97,79.78,97.46
1450,BS CIVIL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,83.47,35.7,44.12,53.82,95.65,75.16
1451,BS CIVIL ENGINEERING,COE,0,CLARET HIGH SCHOOL ZAMBOANGA,68.5,77.12,72.66,84.63,53.29,76.07
1452,BS CIVIL ENGINEERING,COE,0,NOTRE DAME OF JOLO COLLEGE,83.47,77.12,85.06,79.96,83.75,86.95
1453,BS CIVIL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,98.41,87.4,99.14,97.62,98.34,99.1
1454,BS CIVIL ENGINEERING,COE,0,UNIVERSIDAD DE ZAMBOANGA,92.71,94.82,94.84,94.54,79.78,95.73
1455,BS CIVIL ENGINEERING,COE,0,CLARET COLLEGE OF ISABELA,87.6,77.12,85.06,98.29,87.72,93.53
1456,BS CIVIL ENGINEERING,COE,0,FILIPINO-TURKISH TOLERANCE HIGH SCHOOL,96.95,99.7,96.28,99.95,98.34,99.74
1457,BS CIVIL ENGINEERING,COE,0,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,52.9,71.99,59.25,24.91,79.78,61.37
1458,BS CIVIL ENGINEERING,COE,0,PILAR COLLEGE,88.66,61.11,93.41,92.22,98.34,92.9
1459,BS CIVIL ENGINEERING,COE,0,SOUTHERN CITY COLLEGES,74.8,71.99,85.06,92.22,79.78,84.19
1460,BS CIVIL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,95.51,82.26,66.81,99.2,91.68,96.35
1461,BS CIVIL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,83.47,87.4,93.41,93.38,63.1,90.13
1462,BS ARCHITECTURE,College of Architecture,0,AMA COMPUTER COLLEGE,68.5,42.05,66.81,53.82,63.1,64.72
1463,BS ARCHITECTURE,College of Architecture,0,BALIWASAN SENIOR HIGH SCHOOL WEST,63.53,54.75,66.81,53.82,53.29,63.6
1464,BS ARCHITECTURE,College of Architecture,0,FILIPINO-TURKISH TOLERANCE HIGH SCHOOL,95.51,87.4,85.06,94.54,87.72,95.42
1465,BS ARCHITECTURE,College of Architecture,0,NOTRE DAME OF JOLO COLLEGE,82.02,61.11,72.66,53.82,63.1,76.07
1466,BS ARCHITECTURE,College of Architecture,0,BASILAN NATIONAL HIGH SCHOOL,72.78,77.12,66.81,34.54,83.75,74.25
1467,BS ARCHITECTURE,College of Architecture,0,SYSTEM TECHNOLOGY INSTITUTE,91.83,98.7,85.06,89.31,87.72,94.48
1468,BS ARCHITECTURE,College of Architecture,0,SAINT JOSEPH SCHOOL,82.02,61.11,59.25,18.16,43.49,68.07
1469,BS ARCHITECTURE,College of Architecture,0,NONE,61.05,87.4,93.41,84.63,87.72,84.19
1470,BS ARCHITECTURE,College of Architecture,0,CLARET SCHOOL OF LAMITAN,78.85,66.85,18.75,63.45,43.49,65.83
1471,BS ARCHITECTURE,College of Architecture,0,SIOCON NATIONAL HIGH SCHOOL,70.75,61.11,66.81,44.18,72.9,69.19
1472,BS ARCHITECTURE,College of Architecture,0,NOTRE DAME OF BONGAO,70.75,54.75,94.84,79.96,87.72,82.81
1473,BS ARCHITECTURE,College of Architecture,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,66.01,92.88,80.93,84.63,72.9,82.12
1474,BS ARCHITECTURE,College of Architecture,0,ATENEO DE ZAMBOANGA UNIVERSITY,70.75,61.11,66.81,93.38,53.29,76.07
1475,BS ARCHITECTURE,College of Architecture,0,ZAMBOANGA DEL SUR NATIONAL HIGH SCHOOL,61.05,66.85,85.06,79.96,53.29,73.34
1476,BS ARCHITECTURE,College of Architecture,0,AMA COMPUTER COLLEGE,89.71,90.94,66.81,95.71,63.1,90.6
1477,BS ARCHITECTURE,College of Architecture,0,ATENEO DE ZAMBOANGA UNIVERSITY,94.81,77.12,76.79,79.96,98.34,93.53
1478,BS ARCHITECTURE,College of Architecture,0,SOUTHERN CITY COLLEGES,58.56,77.12,29.96,44.18,83.75,63.6
1479,BS ARCHITECTURE,College of Architecture,0,NONE,80.58,61.11,80.93,44.18,79.78,77.9
1480,BS ARCHITECTURE,College of Architecture,0,SYSTEM TECHNOLOGY INSTITUTE,80.58,54.75,59.25,53.82,79.78,74.25
1481,BS ARCHITECTURE,College of Architecture,0,MARCELO SPINOLA SCHOOL,96.08,77.12,44.12,79.96,79.78,89.65
1482,BS ARCHITECTURE,College of Architecture,0,RECODO NATIONAL HIGH SCHOOL,70.75,54.75,76.79,53.82,79.78,72.43
1483,BS ARCHITECTURE,College of Architecture,0,SYSTEM TECHNOLOGY INSTITUTE,74.8,42.05,76.79,70.61,33.69,69.19
1484,BS ARCHITECTURE,College of Architecture,0,MOLAVE VOCATIONAL TECHNICAL SCHOOL,55.84,35.7,66.81,92.22,33.69,62.48
1485,BS ARCHITECTURE,College of Architecture,0,CLARET HIGH SCHOOL,84.91,94.82,29.96,53.82,83.75,82.12
1486,BS ARCHITECTURE,College of Architecture,0,SYSTEM TECHNOLOGY INSTITUTE,49.95,77.12,51.68,34.54,72.9,60.09
1487,BS ELECTRICAL ENGINEERING,COE,0,UNIVERSIDAD DE ZAMBOANGA,72.78,71.99,80.93,94.54,72.9,83.5
1488,BS ELECTRICAL ENGINEERING,COE,0,ATENEO DE ZAMBOANGA UNIVERSITY,90.77,61.11,59.25,44.18,98.34,85.57
1489,BS ELECTRICAL ENGINEERING,COE,0,CLARET HIGH SCHOOL,83.47,61.11,51.68,14.31,26.06,64.72
1490,BS ELECTRICAL ENGINEERING,COE,0,GUTALAC NATIONAL HIGH SCHOOL,88.66,42.05,29.96,18.16,43.49,65.83
1491,BS ELECTRICAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,88.66,82.26,93.41,84.63,97.87,93.22
1492,BS ELECTRICAL ENGINEERING,COE,0,TALISAYAN NATIONAL HIGH SCHOOL,90.77,90.94,29.96,63.45,26.06,79.72
1493,BS ELECTRICAL ENGINEERING,COE,0,NONE,76.83,94.82,96.28,18.16,79.78,84.88
1494,BS ELECTRICAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,98.65,87.4,96.28,84.63,91.68,97.46
1495,BS ELECTRICAL ENGINEERING,COE,0,SYSTEM TECHNOLOGY INSTITUTE,96.08,90.94,80.93,97.62,63.1,95.42
1496,BS ELECTRICAL ENGINEERING,COE,0,TAGASILAY NATIONAL HIGH SCHOOL,70.75,87.4,72.66,70.61,72.9,77.9
1497,BS ELECTRICAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,76.83,54.75,89.19,84.63,87.72,83.5
1498,BS ELECTRICAL ENGINEERING,COE,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,89.71,77.12,91.97,53.82,72.9,87.64
1499,BS ELECTRICAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,96.95,77.12,91.97,84.63,79.78,94.48
1500,BS ELECTRICAL ENGINEERING,COE,0,KABASALAN SCIENCE & TECHNOLOGY HIGH SCHOOL,78.85,48.4,85.06,53.82,63.1,75.16
1501,BS ELECTRICAL ENGINEERING,COE,0,CLARET HIGH SCHOOL ZAMBOANGA,87.6,54.75,51.68,75.28,43.49,76.98
1502,BS ELECTRICAL ENGINEERING,COE,0,VITALI NATIONAL HIGH SCHOOL,49.95,82.26,93.41,18.16,72.9,69.19
1503,BS ELECTRICAL ENGINEERING,COE,0,NOTRE DAME OF BONGAO,80.58,90.94,36.55,70.61,83.75,80.63
1504,BS ELECTRICAL ENGINEERING,COE,0,SOUTHERN CITY COLLEGES,90.77,61.11,85.06,96.87,95.65,93.22
1505,BS ELECTRICAL ENGINEERING,COE,0,MARCELO SPINOLA SCHOOL,70.75,77.12,85.06,93.38,72.9,83.5
1506,BS ELECTRICAL ENGINEERING,COE,0,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,90.77,71.99,91.97,84.63,63.1,89.65
1507,BS ELECTRICAL ENGINEERING,COE,0,SAINT COLUMBAN COLLEGE,74.8,71.99,76.79,93.38,79.78,83.5
1508,BS ELECTRICAL ENGINEERING,COE,0,SYSTEM TECHNOLOGY INSTITUTE,88.66,61.11,66.81,75.28,63.1,82.12
1509,BS ELECTRICAL ENGINEERING,COE,0,CURUAN NATIONAL HIGH SCHOOL,47.0,15.12,93.41,44.18,95.65,63.6
1510,BS ELECTRICAL ENGINEERING,COE,0,IMELDA NATIONAL HIGH SCHOOL,78.85,82.26,80.93,84.63,87.72,86.26
1511,BS ELECTRICAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,87.6,94.82,76.79,63.45,91.68,89.65
1512,BATSILYER NG SINING SA FILIPINO,CLA,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,87.6,48.4,72.66,24.91,53.29,74.25
1513,BATSILYER NG SINING SA FILIPINO,CLA,0,WESTERN MINDANAO STATE UNIVERSITY,76.83,61.11,72.66,53.82,72.9,74.25
1514,BATSILYER NG SINING SA FILIPINO,CLA,0,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,68.5,61.11,76.79,79.96,63.1,74.25
